25.4171571122,36.4082944195
25.4170143498,36.4082000027
25.416891384,36.4080434536
25.4168169143,36.4078368585
25.4167461129,36.407709416
25.4166045045,36.4075253268
25.4165053826,36.4073837184
25.4164487359,36.4072421156
25.4164345756,36.4071429881
25.4161655247,36.4071429881
25.4159955958,36.4071429881
25.415853993,36.4072279554
25.4156699038,36.4073412376
25.4154574941,36.407412039
25.4151410063,36.4073627735
25.4148984474,36.4072167554
25.4147540125,36.4070698285
25.4145884321,36.4068034034
25.4144555707,36.4065229184
25.414150662,36.4064971902
25.4138029268,36.4064778731
25.4135131429,36.4063812766
25.4133006383,36.406246046
25.4132040418,36.4060721756
25.4131634732,36.4057552473
25.4131654077,36.4054926132
25.4131654077,36.4051255554
25.4131654077,36.404855094
25.4132426815,36.4046619066
25.4133585951,36.4044880362
25.4135324655,36.4043528055
25.4136676962,36.4041402954
25.41374497,36.4039664306
25.4138207833,36.4037180404
25.413850308,36.4034818369
25.4139393394,36.4032318522
25.4139894746,36.4029811595
25.4140897561,36.4028307428
25.4143522341,36.4026846634
25.4146143164,36.4027107038
25.4149338091,36.4028316906
25.4151198829,36.4029208613
25.4153447805,36.4030114926
25.4155609366,36.4030198048
25.4157734411,36.4029232139
25.4158507206,36.4027493435
25.4158507206,36.4025947958
25.4155991024,36.4023991777
25.4152934132,36.4022409226
25.4150165463,36.4021827372
25.4147212934,36.4021089254
25.4144714704,36.4019840641
25.4142639498,36.4017795484
25.4141889282,36.4014703526
25.4142193672,36.4012231721
25.4142659847,36.4010336975
25.4144850955,36.4008541129
25.4147212934,36.4007950634
25.4149722592,36.400780301
25.4152711526,36.4007788237
25.4154643456,36.4007401895
25.4155802537,36.4006242759
25.4156188934,36.4004890453
25.4154574941,36.4003600473
25.4152734049,36.4002467595
25.4150185143,36.4001051568
25.4148910662,36.3999777087
25.4147494634,36.3998077798
25.4147211429,36.3996520167
25.4147636237,36.3995104083
25.4148910662,36.3993546397
25.4150185143,36.3992130369
25.41516417,36.3990826118
25.4153117937,36.3988906954
25.4154298983,36.398713547
25.4155575638,36.3985069184
25.4157251456,36.3983740069
25.4158875317,36.3982706703
25.4161532599,36.3981230467
25.4165006383,36.3980027846
25.416739384,36.397938963
25.4169554341,36.3979107651
25.4172432334,36.3979518801
25.4175310328,36.3980341045
25.4178188265,36.3981368892
25.4181166718,36.3983001951
25.4183528753,36.3984035317
25.4185447861,36.3984773435
25.4188252767,36.398595448
25.4190118132,36.3986324487
25.4192100627,36.3986607693
25.4193658258,36.3986749296
25.419549915,36.3986324487
25.4197623247,36.3985050062
25.4199619902,36.3984625811
25.420172984,36.3985050062
25.4203429129,36.3986041282
25.4205082035,36.3987578341
25.4206968028,36.3989591721
25.4209640418,36.3990825115
25.4212929561,36.3991852961
25.4217863247,36.3991441811
25.4223254021,36.3991705561
25.4226935749,36.3992979986
25.4229201449,36.3995245686
25.4230617533,36.3997794592
25.4231183944,36.4000485101
25.4230334328,36.4003742076
25.4228635038,36.4005724571
25.422594453,36.4007140599
25.4222545951,36.4007848669
25.4219572237,36.4007848669
25.4216598523,36.4007990271
25.4214474425,36.4009264696
25.4212775136,36.4011672
25.421249193,36.4014079358
25.4213058341,36.4016486662
25.4214474425,36.4018893965
25.4216032056,36.402087646
25.4217872948,36.4023566968
25.4219147429,36.4027390299
25.4219507791,36.4031322341
25.4218685491,36.4036461575
25.4217452098,36.4040161811
25.4216013101,36.4042834257
25.4213340711,36.4045506648
25.4211079415,36.4047151191
25.4207818927,36.4049339289
25.4204845157,36.4051180181
25.4202579456,36.4052596264
25.4201446634,36.4054861965
25.4200880223,36.405684446
25.4200030551,36.405911016
25.4199180934,36.4060809393
25.4197623247,36.4062225477
25.4196689561,36.4064419038
25.4196895108,36.4066680334
25.4197511861,36.4069558271
25.4198539707,36.4072025115
25.4199619902,36.4073939038
25.4199472279,36.4076153449
25.4198734105,36.407777731
25.4197405491,36.4078958299
25.419696262,36.4081025031
25.4197100711,36.4082714731
25.4197717408,36.4084770425
25.4198438857,36.408693009
25.4198586481,36.4088406327
25.4197257868,36.408973494
25.4195634007,36.4089587317
25.4193714899,36.4088406327
25.4191057617,36.4086782467
25.4188203763,36.4084751414
25.4185850648,36.408410963
25.4183756934,36.4084568557
25.4181338537,36.4084740878
25.4179133491,36.4084568557
25.4176737951,36.4084272808
25.4173996376,36.4083797993
